the_date,census_blockid,winner,loser,state,dma_name,block_metric,total_daily,contribution_pct,outlier_type,mover_ind,metric_type
2025-08-17,380579616002001,West River Telecommunications Cooperative,Verizon FWA,North Dakota,"Minot-Bismarck-Dickinson, ND-MT-SD",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,381010105003034,T-Mobile FWA,Spectrum,North Dakota,"Minot-Bismarck-Dickinson, ND-MT-SD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,391650308001002,Point Broadband,Frontier,Ohio,"Cincinnati, OH-KY-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,391419563001052,Shentel,Comcast,Ohio,"Columbus, OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,390910045004013,Little Miami Gig,Spectrum,Ohio,"Dayton, OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,391079679004026,New Knoxville Telephone Company,Spectrum,Ohio,"Dayton, OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,391230505001012,Omni Fiber,Amplex Electric,Ohio,"Toledo, OH-MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,391199123001004,ViaSat,Spectrum,Ohio,"Zanesville, OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,400399508003116,Bluepeak,Altice,Oklahoma,"Oklahoma City, OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,400710013011015,Chickasaw Telephone,IdeaTek,Oklahoma,"Oklahoma City, OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,401091044002012,Starlink,Comcast,Oklahoma,"Oklahoma City, OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,400890987002030,Pine Telephone Company,Pavlov Media,Oklahoma,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,400413760003027,BOLT Fiber Optic Services,Spectrum,Oklahoma,"Tulsa, OK-KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,400310023023063,Medicine Park Telephone Company,Bluepeak,Oklahoma,"Wichita Falls & Lawton, TX-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,410459703003032,Cable One,T-Mobile FWA,Oregon,"Boise, ID-OR",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,410190500013079,Douglas FastNet,Spectrum,Oregon,"Eugene, OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,410390050002016,Hunter@Home,Astound Broadband,Oregon,"Eugene, OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,410050239023022,Molalla Communications Systems,DirectLink (OR),Oregon,"Portland, OR-WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,410430306001016,AlyricaTel,Comcast,Oregon,"Portland, OR-WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,410599509002025,Gorge Networks,Spectrum,Oregon,"Yakima-Pasco-Richland-Kennewick, WA-OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,421179506001015,Empire Access,Verizon FWA,Pennsylvania,"Elmira, NY-PA",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,420490109042010,VNET Fiber,Spectrum,Pennsylvania,"Erie, PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,420659511003026,Hughes,Comcast,Pennsylvania,"Johnstown-Altoona-State College, PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,420454069022004,Frontier,Fort Collins Connexion,Pennsylvania,"Philadelphia, PA-NJ-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,421257210002079,HickoryTel,Spectrum,Pennsylvania,"Pittsburgh, PA-WV-MD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,421257610005020,Consolidated,Comcast,Pennsylvania,"Pittsburgh, PA-WV-MD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,421150323004065,The North-Eastern Pennsylvania Telephone Company,Spectrum,Pennsylvania,"Wilkes Barre-Scranton-Hazelton, PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,440010309022012,i3 Broadband,Comcast,Rhode Island,"Providence-New Bedford, RI-MA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,440030208002019,T-Mobile FWA,Cox Communications,Rhode Island,"Providence-New Bedford, RI-MA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,440070166001034,Verizon FWA,Verizon,Rhode Island,"Providence-New Bedford, RI-MA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,450350108071001,WOW!,Comcast,South Carolina,"Charleston, SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,450630208022029,TriCoLink (SC),AT&T,South Carolina,"Columbia, SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,450750104003025,Frontier,Palmetto Rural Telephone Cooperative,South Carolina,"Columbia, SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,450730306013023,Vyve Broadband,West Carolina Communications,South Carolina,"Greenville-Spartanburg-Asheville-Anderson, SC-NC-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,450130112001003,Windstream,AT&T,South Carolina,"Savannah, GA-SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460119586004089,Spectrum,Comcast,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460139519002054,Northern Valley Communications,Comcast,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460239402003009,Hanson Communications,Golden West Telecommunications Coop.,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460519531005038,T-Mobile FWA,Spectrum,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460879647003102,Golden West Telecommunications Coop.,Starlink,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,460990106002007,Starlink,T-Mobile FWA,South Dakota,"Sioux Falls, SD-MN-IA-NE",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,461099504001119,Stellar Association,Spectrum,South Dakota,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471130014022001,Jackson Energy Authority,Cable One,Tennessee,"Jackson, TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470259702002021,Scott County Telephone Cooperative,Verizon FWA,Tennessee,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470299202001031,Newport Utilities,Verizon FWA,Tennessee,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470459642002011,Cable One,Ritter Communications,Tennessee,"Memphis, TN-MS-AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471570096001012,Windstream,T-Mobile FWA,Tennessee,"Memphis, TN-MS-AR",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,471670403021023,Ritter Communications,Jackson Energy Authority,Tennessee,"Memphis, TN-MS-AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470370132022014,Google Fiber,Comcast,Tennessee,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470370191171001,ViaSat,Mid-Rivers Telephone Cooperative,Tennessee,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470559202003047,Pulaski Electric System,Spectrum,Tennessee,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470831202001040,Meriwether Lewis Electric Cooperative,TEC,Tennessee,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471470801032006,Cumberland Connect,Comcast,Tennessee,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471839681021078,WK&T,Cumberland Connect,Tennessee,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,470730503022006,Holston Connect,Spectrum,Tennessee,"Tri-Cities, TN-VA-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471630430002022,Bristol Tennessee Essential Services,EPB Fiber,Tennessee,"Tri-Cities, TN-VA-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,471630436001028,BrightRidge,Twin Lakes,Tennessee,"Tri-Cities, TN-VA-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,481179503005006,WT Services,Altice,Texas,"Amarillo, TX-NM-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,483939501001365,AMA Techtel,AT&T,Texas,"Amarillo, TX-NM-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,484219502001120,XIT Rural Telephone Cooperative,Spectrum,Texas,"Amarillo, TX-NM-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,484910216011033,Millennium Telcom,T-Mobile FWA,Texas,"Austin, TX",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,481479507011041,Northeast Texas Broadband,Hunter@Home,Texas,"Dallas-Ft. Worth, TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,484391138103000,Chickasaw Telephone,T-Mobile FWA,Texas,"Dallas-Ft. Worth, TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,482279501001009,Vero Fiber Networks,Verizon FWA,Texas,"Odessa-Midland, TX-NM",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,482659608003041,Rock Solid Internet & Telephone,VTX Communications,Texas,"San Antonio, TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,482850003002048,Colorado Valley Communications,AT&T,Texas,"San Antonio, TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,481810018022031,Grayson Collin Communications,Astound Broadband,Texas,"Sherman-Ada, OK-TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,480990107013010,Metronet,Brightspeed,Texas,"Waco-Temple-Bryan, TX",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490039602004073,Frontier,Comcast,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490039604001022,Beehive Telephone Company,Verizon FWA,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490111265003003,Sumo Fiber,CenturyLink,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490490002051021,UTOPIA Fiber,Comcast,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490490031031005,Rise Broadband,Wi-Fiber (UT),Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490490104041010,Spanish Fork City Broadband,CenturyLink,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,490532718002001,TDS Telecom,CenturyLink,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,500039712002006,T-Mobile FWA,Consolidated,Vermont,"Albany-Schenectady-Troy, NY-MA-VT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,500059579001031,Spectrum,Comcast,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,516600002073001,Single Digits,Lumos,Virginia,"Harrisonburg, VA-WV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,511590401003029,All Points Broadband,Spectrum,Virginia,"Richmond-Petersburg, VA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,517600414001014,WhiteSky Communications,Comcast,Virginia,"Richmond-Petersburg, VA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,510270101001012,Gearheart Communications,Spectrum,Virginia,"Tri-Cities, TN-VA-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,510131016012003,Astound Broadband,Verizon FWA,Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,510594925002032,WOW!,T-Mobile FWA,Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,511076110051006,Ting Fiber,Comcast,Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,511076110132029,Hughes,Verizon FWA,Virginia,"Washington, DC-VA-MD-WV-PA",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-17,530279900000001,Lightcurve,Nemont,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530330221021007,Pavlov Media,Verizon,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530330276002005,Hughes,Spectrum,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530419717001042,Toledo Telephone Co,Spectrum,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530459610002017,Hood Canal Communications,Frontier,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530530715032004,Metronet,Spectrum,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530670124122021,Consolidated,Comcast,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530039603004017,Cable One,Sonic,Washington,"Spokane, WA-ID-MT-OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,530659505001038,NOANET,Spectrum,Washington,"Spokane, WA-ID-MT-OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,540079679004029,Metronet,Spectrum,West Virginia,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,540390110004032,Hughes,Totelcom Communications,West Virginia,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,540570105003035,T-Mobile FWA,Frontier,West Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,551131007002130,Bevcomm,Comcast,Wisconsin,"Duluth-Superior, MN-WI-MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,550759610004032,Packerland Broadband,Spectrum,Wisconsin,"Green Bay-Appleton, WI-MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,550630008002014,Metronet,Brightspeed,Wisconsin,"La Crosse-Eau Claire, WI-MN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,550279614003050,Bertram Communications,Spectrum,Wisconsin,"Milwaukee, WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,550339707002017,Hughes,Thacker-Grigsby,Wisconsin,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,550019505021033,Marquette-Adams Telephone,Spectrum,Wisconsin,"Wausau-Rhinelander, WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,560250004004054,Bluepeak,Spectrum,Wyoming,"Casper-Riverton, WY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-17,560239781002027,Silver Star Communications,Cox Communications,Wyoming,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,011150401041005,Windstream,T-Mobile FWA,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010450213004034,C Spire Fiber,Spectrum,Alabama,"Dothan, AL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010690401001059,WhiteSky Communications,Verizon,Alabama,"Dothan, AL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010499602001031,FarmersTel (AL),TDS Telecom,Alabama,"Huntsville-Decatur, AL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010799798001053,FlashFiber,Sprout Fiber Internet,Alabama,"Huntsville-Decatur, AL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,011290439001017,Millry Telephone Co.,Comcast,Alabama,"Mobile-Pensacola, AL-FL-MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010399618001013,Buzz Broadband,Spectrum,Alabama,"Montgomery-Selma, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,010399626001026,Brightspeed,C Spire Fiber,Alabama,"Montgomery-Selma, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,020200023013003,General Communications,Comcast,Alaska,"Anchorage, AK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,021700010041030,MTA Solutions,Verizon FWA,Alaska,"Anchorage, AK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,020900010001033,Alaska Communications Systems,CenturyLink,Alaska,"Fairbanks, AK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,021300002002009,KPU Telecommunications,Verizon FWA,Alaska,"Juneau, AK",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-18,021300002002009,Starlink,Spectrum,Alaska,"Juneau, AK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,040130610432006,Wyyerd Communications,Pavlov Media,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,040132168514023,Hughes,Midcontinent,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,040134226342019,Google Fiber,Spectrum,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,040138127001004,Orbitel Communications,AT&T,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,040139413004061,Saddleback Communications,Cox Communications,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,050070208062016,Starlink,Comcast,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,050554807002056,Paragould Light Water & Cable,Comcast,Arkansas,"Jonesboro, AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,050419504001019,Vyve Broadband,AT&T,Arkansas,"Little Rock-Pine Bluff, AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,050659602002053,Yelcot Telephone Company,Brightspeed,Arkansas,"Little Rock-Pine Bluff, AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,051190041053008,Comcast,Windstream,Arkansas,"Little Rock-Pine Bluff, AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,051239606002019,Verizon FWA,AT&T,Arkansas,"Memphis, TN-MS-AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,050574804001000,Southwest Arkansas Telephone Cooperative,Altice,Arkansas,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060890121013026,TDS Telecom,Ziply Fiber,California,"Chico-Redding, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,061070002023001,Unwired Broadband,Spectrum,California,"Fresno-Visalia, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060376037031004,ViaSat,Verizon FWA,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060590626481001,West Coast Internet Incorporated,Cox Communications,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060930001001274,Cal-Ore Telephone Co.,Cox Communications,California,"Medford-Klamath Falls, OR-CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060330007023016,Mediacom,AT&T,California,"San Francisco-Oakland-San Jose, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,060855052022005,Sail Telecom,AT&T,California,"San Francisco-Oakland-San Jose, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080050056291002,Ting Fiber,Spectrum,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080079743001092,Visionary Communications,Tachus,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080130136011021,City of Longmont,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080690019011027,Loveland Pulse,T-Mobile FWA,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080690028011009,TDS Telecom,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,080870002002031,CCT LLC,Verizon,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,081099777003044,Ciello,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,081230010041012,Allo Communications,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,090035204002000,GoNetspeed,Spectrum,Connecticut,"Hartford & New Haven, CT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,090091502002009,Hughes,Comcast,Connecticut,"Hartford & New Haven, CT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,110010022021001,Comcast,Verizon,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,110010108001005,Verizon,Comcast,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,120231104002010,Cable One,Comcast,Florida,"Jacksonville, FL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,121199101002000,Zito Media,T-Mobile FWA,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,120730014012001,Metronet,Verizon,Florida,"Tallahassee-Thomasville, FL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,121030225012003,T-Mobile Fiber,Spectrum,Florida,"Tampa-St. Petersburg, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,130759601002044,Plant TiftNet,Alma Telephone,Georgia,"Albany, GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,130890231073005,Gigstreem,Frontier,Georgia,"Atlanta, GA-AL-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,131110504005083,Blue Ridge Mountain EMC,Ben Lomand Rural Telephone Cooperative,Georgia,"Atlanta, GA-AL-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,131110505003029,TDS Telecom,Spectrum,Georgia,"Atlanta, GA-AL-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,132930102021017,Highline Internet,Windstream,Georgia,"Atlanta, GA-AL-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,132450010002012,Starlink,Comcast,Georgia,"Augusta-Aiken, GA-SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,130311101002068,Bulloch County Rural Telephone Cooperative,Comcast,Georgia,"Savannah, GA-SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,131850113021041,Metronet,Windstream,Georgia,"Tallahassee-Thomasville, FL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,260590512002036,DMCI Broadband,Comcast,Michigan,"Lansing, MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,260130002003030,Baraga Telephone Company,Cox Communications,Michigan,"Marquette, MI-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,260350004001026,HomeWorks Connect,Verizon FWA,Michigan,"Traverse City-Cadillac, MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,261339706003005,Point Broadband,Spectrum,Michigan,"Traverse City-Cadillac, MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271370153004018,Frontier,AT&T,Minnesota,"Duluth-Superior, MN-WI-MI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270270302022064,702 Communications,Midcontinent,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271190206003004,Halstad Telephone Company,Midcontinent,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271190209002083,Garden Valley Telephone Company,Midcontinent,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271696709002037,Hiawatha (MN),Spectrum,Minnesota,"La Crosse-Eau Claire, WI-MN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270079400021067,Paul Bunyan Communications,Spectrum,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270219606003032,TDS Telecom,Spectrum,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270359501001004,Emily Cooperative Telephone Company,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270359511003011,Consolidated Telephone Company (MN),Cox Communications,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,270434603001077,Bevcomm,AT&T,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271519602003095,Stellar Association,Verizon FWA,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,271090022001004,Minnesota WiFi,Verizon FWA,Minnesota,"Rochester-Mason City-Austin, MN-IA-IL",2.0,2.0,1.0,geographic_concentration,True,loss
2025-08-18,280959508004044,MaxxSouth,Spectrum,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,281159504001035,Tombigbee Fiber,C Spire Fiber,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,280299504003002,C Spire Fiber,AT&T,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,281499508002018,CableLynx Broadband,Comcast,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,280690302002001,East Mississippi Connect,AT&T,Mississippi,"Meridian, MS-AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,280750011022011,Verizon FWA,Comcast,Mississippi,"Meridian, MS-AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,290539503002027,Socket Internet,Mediacom,Missouri,"Columbia-Jefferson City, MO",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,290970107002007,Cable One,Spectrum,Missouri,"Joplin-Pittsburg, MO-KS-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-18,291450201004022,Ozark Fiber,Mediacom,Missouri,"Joplin-Pittsburg, MO-KS-OK",1.0,1.0,1.0,geographic_concentration,True,loss
