the_date,winner,loser,h2h_wins,h2h_share
2025-07-19,Comcast,AT&T,484.3333333333333,100.0
2025-07-19,AT&T,Spectrum,473.0,100.0
2025-07-19,Verizon FWA,Spectrum,341.0,100.0
2025-07-19,Verizon FWA,Comcast,280.0,100.0
2025-07-19,Spectrum,T-Mobile FWA,254.0,100.0
2025-07-19,Comcast,T-Mobile FWA,253.33333333333334,100.0
2025-07-19,Frontier,Spectrum,236.0,100.0
2025-07-19,T-Mobile FWA,AT&T,222.0,100.0
2025-07-19,Spectrum,Frontier,207.0,100.0
2025-07-19,Comcast,Verizon,138.0,100.0
2025-07-19,Frontier,Comcast,132.0,100.0
2025-07-19,Spectrum,Verizon FWA,122.0,100.0
2025-07-19,Verizon,Comcast,112.66666666666667,100.0
2025-07-19,Comcast,CenturyLink,112.0,100.0
2025-07-19,T-Mobile FWA,Cox Communications,108.0,100.0
2025-07-19,Comcast,Cox Communications,101.0,100.0
2025-07-19,Spectrum,Cox Communications,101.0,100.0
2025-07-19,CenturyLink,Comcast,99.0,100.0
2025-07-19,Spectrum,Verizon,98.0,100.0
2025-07-19,Verizon FWA,AT&T,94.0,100.0
2025-07-19,Comcast,Verizon FWA,91.0,100.0
2025-07-19,Spectrum,Altice,90.0,100.0
2025-07-19,Comcast,Frontier,88.0,100.0
2025-07-19,AT&T,T-Mobile FWA,84.0,100.0
2025-07-19,Comcast,Altice,83.0,100.0
2025-07-19,AT&T,Cox Communications,83.0,100.0
2025-07-19,T-Mobile FWA,Altice,78.0,100.0
2025-07-19,Brightspeed,Spectrum,75.0,100.0
2025-07-19,T-Mobile FWA,Verizon,73.0,100.0
2025-07-19,Cox Communications,Comcast,72.0,100.0
2025-07-19,Verizon FWA,Cox Communications,66.0,100.0
2025-07-19,Spectrum,Brightspeed,66.0,100.0
2025-07-19,Cox Communications,Spectrum,66.0,100.0
2025-07-19,Cox Communications,AT&T,64.0,100.0
2025-07-19,Spectrum,Windstream,62.0,100.0
2025-07-19,Verizon FWA,T-Mobile FWA,60.0,100.0
2025-07-19,T-Mobile FWA,Verizon FWA,60.0,100.0
2025-07-19,Verizon,Altice,59.66666666666667,100.0
2025-07-19,CenturyLink,Spectrum,59.0,100.0
2025-07-19,Spectrum,Starlink,57.0,100.0
2025-07-19,Windstream,Spectrum,55.0,100.0
2025-07-19,Verizon,Spectrum,54.0,100.0
2025-07-19,T-Mobile FWA,Frontier,54.0,100.0
2025-07-19,Cox Communications,CenturyLink,50.0,100.0
2025-07-19,Starlink,Spectrum,49.0,100.0
2025-07-19,Altice,Comcast,47.0,100.0
2025-07-19,Spectrum,CenturyLink,44.0,100.0
2025-07-19,CenturyLink,Cox Communications,43.0,100.0
2025-07-19,AT&T,Altice,42.0,100.0
2025-07-19,Cox Communications,T-Mobile FWA,42.0,100.0
2025-07-19,Verizon FWA,Verizon,41.0,100.0
2025-07-19,Altice,Spectrum,41.0,100.0
2025-07-19,Google Fiber,Spectrum,41.0,100.0
2025-07-19,Spectrum,Google Fiber,40.0,100.0
2025-07-19,T-Mobile FWA,CenturyLink,39.0,100.0
2025-07-19,AT&T,Frontier,37.0,100.0
2025-07-19,Comcast,Astound Broadband,37.0,100.0
2025-07-19,Verizon FWA,CenturyLink,37.0,100.0
2025-07-19,Altice,AT&T,36.0,100.0
2025-07-19,Comcast,Starlink,35.0,100.0
2025-07-19,Altice,T-Mobile FWA,34.0,100.0
2025-07-19,Altice,Verizon,33.66666666666667,100.0
2025-07-19,Cox Communications,Verizon FWA,33.0,100.0
2025-07-19,Windstream,Comcast,32.0,100.0
2025-07-19,AT&T,Verizon,32.0,100.0
2025-07-19,Frontier,Altice,31.0,100.0
2025-07-19,Spectrum,Hughes,31.0,100.0
2025-07-19,Comcast,Mediacom,30.0,100.0
2025-07-19,Cable One,Spectrum,30.0,100.0
2025-07-19,Spectrum,Atlantic Broadband,30.0,100.0
2025-07-19,AT&T,Verizon FWA,29.0,100.0
2025-07-19,Google Fiber,AT&T,29.0,100.0
2025-07-19,Metronet,Spectrum,29.0,100.0
2025-07-19,TDS Telecom,Spectrum,28.0,100.0
2025-07-19,Comcast,Brightspeed,28.0,100.0
2025-07-19,Consolidated,Spectrum,28.0,100.0
2025-07-19,Consolidated,Comcast,28.0,100.0
2025-07-19,Comcast,Cable One,27.0,100.0
2025-07-19,Astound Broadband,Comcast,27.0,100.0
2025-07-19,Spectrum,TDS Telecom,27.0,100.0
2025-07-19,Verizon FWA,Altice,27.0,100.0
2025-07-19,Google Fiber,Comcast,27.0,100.0
2025-07-19,Lumos,Spectrum,26.0,100.0
2025-07-19,T-Mobile FWA,Windstream,26.0,100.0
2025-07-19,Cox Communications,Verizon,26.0,100.0
2025-07-19,Verizon FWA,Frontier,26.0,100.0
2025-07-19,Comcast,WOW!,26.0,100.0
2025-07-19,Verizon,T-Mobile FWA,25.0,100.0
2025-07-19,Starlink,Comcast,25.0,100.0
2025-07-19,Spectrum,Cable One,24.0,100.0
2025-07-19,Verizon FWA,Brightspeed,24.0,100.0
2025-07-19,Cable One,AT&T,24.0,100.0
2025-07-19,Comcast,Google Fiber,24.0,100.0
2025-07-19,Astound Broadband,Spectrum,24.0,100.0
2025-07-19,T-Mobile FWA,Astound Broadband,24.0,100.0
2025-07-19,TDS Telecom,Comcast,24.0,100.0
2025-07-19,Ziply Fiber,Comcast,24.0,100.0
2025-07-19,Comcast,TDS Telecom,23.0,100.0
2025-07-19,Brightspeed,Comcast,23.0,100.0
2025-07-19,Atlantic Broadband,Spectrum,23.0,100.0
2025-07-19,T-Mobile FWA,Starlink,23.0,100.0
2025-07-19,T-Mobile FWA,Cable One,22.0,100.0
2025-07-19,CenturyLink,AT&T,22.0,100.0
2025-07-19,Hughes,Spectrum,22.0,100.0
2025-07-19,Metronet,Comcast,22.0,100.0
2025-07-19,Comcast,Hughes,22.0,100.0
2025-07-19,Frontier,AT&T,22.0,100.0
2025-07-19,Mediacom,Comcast,22.0,100.0
2025-07-19,Cable One,Comcast,22.0,100.0
2025-07-19,Spectrum,Metronet,21.0,100.0
2025-07-19,AT&T,Mediacom,21.0,100.0
2025-07-19,AT&T,Google Fiber,21.0,100.0
2025-07-19,Frontier,T-Mobile FWA,21.0,100.0
2025-07-19,Spectrum,Astound Broadband,20.0,100.0
2025-07-19,Comcast,Atlantic Broadband,20.0,100.0
2025-07-19,Verizon FWA,TDS Telecom,20.0,100.0
2025-07-19,Comcast,Windstream,19.0,100.0
2025-07-19,Verizon FWA,Mediacom,19.0,100.0
2025-07-19,Comcast,Ziply Fiber,19.0,100.0
2025-07-19,CenturyLink,T-Mobile FWA,19.0,100.0
2025-07-19,Spectrum,Mediacom,18.0,100.0
2025-07-19,Comcast,Service Electric,18.0,100.0
2025-07-19,Frontier,Cable One,18.0,100.0
2025-07-19,Verizon,AT&T,18.0,100.0
2025-07-19,Verizon FWA,Cable One,18.0,100.0
2025-07-19,Comcast,Consolidated,18.0,100.0
2025-07-19,Frontier,Verizon,17.0,100.0
2025-07-19,T-Mobile FWA,Hughes,17.0,100.0
2025-07-19,WOW!,Comcast,17.0,100.0
2025-07-19,AT&T,Cable One,17.0,100.0
2025-07-19,WOW!,Spectrum,17.0,100.0
2025-07-19,Surf Internet,Comcast,17.0,100.0
2025-07-19,Cincinnati Bell,Spectrum,17.0,100.0
2025-07-19,Starlink,Hughes,16.0,100.0
2025-07-19,Atlantic Broadband,Comcast,16.0,100.0
2025-07-19,Spectrum,Armstrong,16.0,100.0
2025-07-19,T-Mobile FWA,Brightspeed,16.0,100.0
2025-07-19,Cox Communications,Altice,16.0,100.0
2025-07-19,Verizon FWA,Windstream,16.0,100.0
2025-07-19,Starlink,Cox Communications,15.0,100.0
2025-07-19,Comcast,Metronet,15.0,100.0
2025-07-19,Comcast,Hotwire Fision,15.0,100.0
2025-07-19,Cox Communications,Cable One,15.0,100.0
2025-07-19,AT&T,Astound Broadband,15.0,100.0
2025-07-19,Spectrum,Consolidated,15.0,100.0
2025-07-19,Verizon,Cox Communications,15.0,100.0
2025-07-19,Frontier,Verizon FWA,15.0,100.0
2025-07-19,Starlink,AT&T,14.0,100.0
2025-07-19,Wyyerd Communications,Cox Communications,14.0,100.0
2025-07-19,Service Electric,Spectrum,14.0,100.0
2025-07-19,Altice,Frontier,14.0,100.0
2025-07-19,Windstream,AT&T,14.0,100.0
2025-07-19,Mediacom,Spectrum,14.0,100.0
2025-07-19,Service Electric,Comcast,14.0,100.0
2025-07-19,Verizon FWA,Starlink,14.0,100.0
2025-07-19,Hotwire Fision,Comcast,13.0,100.0
2025-07-19,Spectrum,Ziply Fiber,13.0,100.0
2025-07-19,AT&T,Starlink,13.0,100.0
2025-07-19,Starlink,T-Mobile FWA,13.0,100.0
2025-07-19,Spectrum,WOW!,13.0,100.0
2025-07-19,Altice,Cox Communications,12.0,100.0
2025-07-19,Ezee Fiber,Comcast,12.0,100.0
2025-07-19,Frontier,Cox Communications,12.0,100.0
2025-07-19,T-Mobile FWA,Google Fiber,12.0,100.0
2025-07-19,Comcast,Cincinnati Bell,12.0,100.0
2025-07-19,Hughes,Comcast,12.0,100.0
2025-07-19,Spectrum,Midcontinent,12.0,100.0
2025-07-19,Shentel,Comcast,12.0,100.0
2025-07-19,AT&T,WOW!,12.0,100.0
2025-07-19,AT&T,CenturyLink,12.0,100.0
2025-07-19,Spectrum,Cincinnati Bell,11.666666666666668,100.0
2025-07-19,Verizon FWA,Hughes,11.0,100.0
2025-07-19,Ziply Fiber,Spectrum,11.0,100.0
2025-07-19,Starlink,Brightspeed,11.0,100.0
2025-07-19,Verizon FWA,Midcontinent,11.0,100.0
2025-07-19,GoNetspeed,Spectrum,11.0,100.0
2025-07-19,CenturyLink,Verizon FWA,11.0,100.0
2025-07-19,AT&T,Windstream,11.0,100.0
2025-07-19,Horry,Spectrum,11.0,100.0
2025-07-19,AT&T,Metronet,11.0,100.0
2025-07-19,Starlink,Altice,11.0,100.0
2025-07-19,Verizon FWA,Service Electric,11.0,100.0
2025-07-19,Cable One,T-Mobile FWA,11.0,100.0
2025-07-19,T-Mobile FWA,Mediacom,10.0,100.0
2025-07-19,Windstream,Mediacom,10.0,100.0
2025-07-19,CenturyLink,Cable One,10.0,100.0
2025-07-19,i3 Broadband,Comcast,10.0,100.0
2025-07-19,Verizon FWA,Metronet,10.0,100.0
2025-07-19,Comcast,Armstrong,10.0,100.0
2025-07-19,Altice,Brightspeed,10.0,100.0
2025-07-19,Cable One,Cox Communications,10.0,100.0
2025-07-19,Starlink,CenturyLink,10.0,100.0
2025-07-20,Spectrum,Comcast,580.6666666666666,100.0
2025-07-20,Comcast,Spectrum,474.6666666666667,100.0
2025-07-20,Spectrum,AT&T,438.0,100.0
2025-07-20,T-Mobile FWA,Spectrum,422.0,100.0
2025-07-20,AT&T,Spectrum,412.6666666666667,100.00000000000001
2025-07-20,AT&T,Comcast,398.0,100.0
2025-07-20,Comcast,AT&T,394.0,100.0
2025-07-20,T-Mobile FWA,Comcast,366.3333333333333,99.99999999999999
2025-07-20,Verizon FWA,Spectrum,259.0,100.0
2025-07-20,Comcast,T-Mobile FWA,226.0,100.0
2025-07-20,Spectrum,T-Mobile FWA,204.0,100.0
2025-07-20,Verizon FWA,Comcast,203.0,100.0
2025-07-20,Frontier,Spectrum,203.0,100.0
2025-07-20,Spectrum,Frontier,162.0,100.0
2025-07-20,T-Mobile FWA,AT&T,142.0,100.0
2025-07-20,Verizon,Comcast,135.0,100.0
2025-07-20,Frontier,Comcast,126.0,100.0
2025-07-20,Comcast,Verizon,125.66666666666666,100.0
2025-07-20,CenturyLink,Comcast,107.0,100.0
2025-07-20,Spectrum,Verizon FWA,106.0,100.0
2025-07-20,Spectrum,Verizon,106.0,100.0
2025-07-20,Comcast,CenturyLink,105.0,100.0
2025-07-20,Comcast,Cox Communications,99.0,100.0
2025-07-20,Spectrum,Cox Communications,87.0,100.0
2025-07-20,Comcast,Verizon FWA,82.0,100.0
2025-07-20,Verizon FWA,AT&T,80.0,100.0
2025-07-20,Cox Communications,Comcast,80.0,100.0
2025-07-20,Comcast,Altice,77.0,100.0
2025-07-20,T-Mobile FWA,Cox Communications,77.0,100.0
2025-07-20,Spectrum,Altice,76.0,100.0
2025-07-20,Comcast,Frontier,75.0,100.0
2025-07-20,T-Mobile FWA,Altice,71.0,100.0
2025-07-20,Cox Communications,Spectrum,67.0,100.0
2025-07-20,T-Mobile FWA,Verizon,64.0,100.0
2025-07-20,Verizon,Spectrum,63.0,100.0
2025-07-20,Cox Communications,AT&T,62.0,100.0
2025-07-20,AT&T,Cox Communications,62.0,100.0
2025-07-20,AT&T,T-Mobile FWA,59.0,100.0
2025-07-20,Verizon FWA,Cox Communications,58.0,100.0
2025-07-20,Spectrum,Brightspeed,55.0,100.0
2025-07-20,Spectrum,Windstream,52.0,100.0
2025-07-20,Spectrum,CenturyLink,52.0,100.0
2025-07-20,Verizon FWA,T-Mobile FWA,48.0,100.0
2025-07-20,CenturyLink,Cox Communications,48.0,100.0
2025-07-20,Cox Communications,CenturyLink,48.0,100.0
2025-07-20,Brightspeed,Spectrum,46.0,100.0
2025-07-20,Altice,Spectrum,44.0,100.0
2025-07-20,T-Mobile FWA,Verizon FWA,43.0,100.0
2025-07-20,T-Mobile FWA,Frontier,41.0,100.0
2025-07-20,Altice,Comcast,41.0,100.0
2025-07-20,Comcast,Starlink,41.0,100.0
2025-07-20,CenturyLink,Spectrum,40.0,100.0
2025-07-20,Cox Communications,T-Mobile FWA,40.0,100.0
2025-07-20,T-Mobile FWA,CenturyLink,39.0,100.0
2025-07-20,AT&T,Frontier,38.0,100.0
2025-07-20,Windstream,Spectrum,36.0,100.0
2025-07-20,Spectrum,Starlink,35.0,100.0
2025-07-20,Starlink,Spectrum,34.0,100.0
2025-07-20,AT&T,Altice,33.0,100.0
2025-07-20,Comcast,Consolidated,32.0,100.0
2025-07-20,Verizon FWA,Altice,32.0,100.0
2025-07-20,Verizon,Altice,31.333333333333336,100.0
2025-07-20,Frontier,Altice,31.0,100.0
2025-07-20,Comcast,Mediacom,30.0,100.0
2025-07-20,Google Fiber,Spectrum,30.0,100.0
2025-07-20,Starlink,Comcast,30.0,100.0
2025-07-20,Metronet,Spectrum,30.0,100.0
2025-07-20,Frontier,AT&T,29.0,100.0
2025-07-20,Verizon FWA,Verizon,27.0,100.0
2025-07-20,Spectrum,Google Fiber,27.0,100.0
2025-07-20,Comcast,Atlantic Broadband,27.0,100.0
2025-07-20,Consolidated,Comcast,26.0,100.0
2025-07-20,AT&T,Verizon,26.0,100.0
2025-07-20,Ziply Fiber,Comcast,26.0,100.0
2025-07-20,Metronet,Comcast,25.0,100.0
2025-07-20,Comcast,Ziply Fiber,25.0,100.0
2025-07-20,Altice,AT&T,25.0,100.0
2025-07-20,Verizon,T-Mobile FWA,25.0,100.0
2025-07-20,Comcast,Brightspeed,25.0,100.0
2025-07-20,Verizon FWA,Frontier,25.0,100.0
2025-07-20,Cox Communications,Verizon FWA,24.0,100.0
2025-07-20,Brightspeed,Comcast,24.0,100.0
2025-07-20,Spectrum,Consolidated,24.0,100.0
2025-07-20,Comcast,Astound Broadband,24.0,100.0
2025-07-20,Altice,T-Mobile FWA,24.0,100.0
2025-07-20,TDS Telecom,Spectrum,23.0,100.0
2025-07-20,Spectrum,Hughes,23.0,100.0
2025-07-20,Astound Broadband,Comcast,23.0,100.0
2025-07-20,Comcast,Windstream,22.0,100.0
2025-07-20,AT&T,Mediacom,22.0,100.0
2025-07-20,T-Mobile FWA,Astound Broadband,21.0,100.0
2025-07-20,T-Mobile FWA,Cable One,21.0,100.0
2025-07-20,AT&T,Cable One,21.0,100.0
2025-07-20,AT&T,Verizon FWA,21.0,100.0
2025-07-20,Spectrum,TDS Telecom,20.0,100.0
2025-07-20,T-Mobile FWA,Windstream,20.0,100.0
2025-07-20,Google Fiber,Comcast,20.0,100.0
2025-07-20,Windstream,Comcast,20.0,100.0
2025-07-20,Verizon,AT&T,20.0,100.0
2025-07-20,Consolidated,Spectrum,20.0,100.0
2025-07-20,AT&T,Google Fiber,19.0,100.0
2025-07-20,Verizon FWA,Brightspeed,19.0,100.0
2025-07-20,Cable One,AT&T,19.0,100.0
2025-07-20,Frontier,T-Mobile FWA,19.0,100.0
2025-07-20,Comcast,Google Fiber,18.0,100.0
2025-07-20,Google Fiber,AT&T,18.0,100.0
2025-07-20,Atlantic Broadband,Spectrum,18.0,100.0
2025-07-20,Cincinnati Bell,Spectrum,18.0,100.0
2025-07-20,Atlantic Broadband,Comcast,18.0,100.0
2025-07-20,Spectrum,Atlantic Broadband,18.0,100.0
2025-07-20,Spectrum,Cincinnati Bell,17.0,100.0
2025-07-20,Verizon FWA,Starlink,17.0,100.0
2025-07-20,Verizon FWA,CenturyLink,17.0,100.0
2025-07-20,Astound Broadband,Spectrum,17.0,100.0
2025-07-20,WOW!,Comcast,17.0,100.0
2025-07-20,Comcast,WOW!,17.0,100.0
2025-07-20,Starlink,AT&T,16.0,100.0
2025-07-20,Cable One,Comcast,16.0,100.0
2025-07-20,T-Mobile FWA,Brightspeed,16.0,100.0
2025-07-20,Verizon FWA,Windstream,16.0,100.0
2025-07-20,Comcast,Metronet,16.0,100.0
2025-07-20,Spectrum,Metronet,16.0,100.0
2025-07-20,Spectrum,Astound Broadband,16.0,100.0
2025-07-20,Spectrum,Cable One,16.0,100.0
2025-07-20,Comcast,Service Electric,15.0,100.0
2025-07-20,Frontier,Cox Communications,15.0,100.0
2025-07-20,T-Mobile FWA,Mediacom,15.0,100.0
2025-07-20,Cox Communications,Verizon,15.0,100.0
2025-07-20,Comcast,Cable One,15.0,100.0
2025-07-20,Altice,Verizon,15.0,100.0
2025-07-20,Altice,Frontier,15.0,100.0
2025-07-20,Lumos,Spectrum,15.0,100.0
2025-07-20,Verizon FWA,Cable One,15.0,100.0
2025-07-20,Starlink,Verizon FWA,14.0,100.0
2025-07-20,Ziply Fiber,Spectrum,14.0,100.0
2025-07-20,Comcast,TDS Telecom,14.0,100.0
2025-07-20,Hughes,Spectrum,14.0,100.0
2025-07-20,Cable One,Spectrum,14.0,100.0
2025-07-20,Spectrum,Mediacom,14.0,100.0
2025-07-20,Mediacom,Comcast,13.0,100.0
2025-07-20,CenturyLink,AT&T,13.0,100.0
2025-07-20,Mediacom,Spectrum,12.0,100.0
2025-07-20,Cox Communications,Frontier,12.0,100.0
2025-07-20,Verizon FWA,Hughes,12.0,100.0
2025-07-20,Starlink,Brightspeed,12.0,100.0
2025-07-20,Spectrum,Horry,12.0,100.0
2025-07-20,Spectrum,WOW!,12.0,100.0
2025-07-20,AT&T,Starlink,12.0,100.0
2025-07-20,Starlink,T-Mobile FWA,12.0,100.0
2025-07-20,T-Mobile FWA,WOW!,12.0,100.0
2025-07-20,Comcast,Hotwire Fision,11.0,100.0
2025-07-20,Spectrum,Armstrong,11.0,100.0
2025-07-20,Altice,Brightspeed,11.0,100.0
2025-07-20,Starlink,CenturyLink,11.0,100.0
2025-07-20,Cox Communications,Cable One,11.0,100.0
2025-07-20,AT&T,Astound Broadband,11.0,100.0
2025-07-20,Brightspeed,Altice,11.0,100.0
2025-07-20,Comcast,Shentel,10.0,100.0
2025-07-20,Spectrum,Ziply Fiber,10.0,100.0
2025-07-20,T-Mobile FWA,Metronet,10.0,100.0
2025-07-20,Verizon,Cox Communications,10.0,100.0
2025-07-20,WOW!,AT&T,10.0,100.0
2025-07-20,TDS Telecom,Comcast,10.0,100.0
2025-07-20,Ezee Fiber,Comcast,10.0,100.0
2025-07-20,Frontier,Mediacom,10.0,100.0
2025-07-20,Cox Communications,Altice,10.0,100.0
2025-07-20,Spectrum,Service Electric,10.0,100.0
2025-07-20,Windstream,AT&T,10.0,100.0
2025-07-20,Cox Communications,Starlink,10.0,100.0
2025-07-20,T-Mobile FWA,Hughes,10.0,100.0
2025-07-20,Starlink,Cox Communications,10.0,100.0
2025-07-20,CenturyLink,T-Mobile FWA,10.0,100.0
2025-07-20,Comcast,Hughes,10.0,100.0
2025-07-20,Shentel,Comcast,10.0,100.0
2025-07-21,Spectrum,Comcast,388.0,100.0
2025-07-21,Comcast,Spectrum,338.6666666666667,100.00000000000001
2025-07-21,Spectrum,AT&T,336.6666666666667,100.00000000000001
2025-07-21,Comcast,AT&T,292.0,100.0
2025-07-21,AT&T,Comcast,276.0,100.0
2025-07-21,AT&T,Spectrum,237.0,100.0
2025-07-21,T-Mobile FWA,Spectrum,237.0,100.0
2025-07-21,T-Mobile FWA,Comcast,235.0,100.0
2025-07-21,Verizon FWA,Spectrum,162.0,100.0
2025-07-21,Frontier,Spectrum,140.0,100.0
2025-07-21,Spectrum,T-Mobile FWA,133.0,100.0
2025-07-21,Verizon FWA,Comcast,132.0,100.0
2025-07-21,Comcast,T-Mobile FWA,115.0,100.0
2025-07-21,Spectrum,Frontier,95.0,100.0
2025-07-21,Verizon,Comcast,88.33333333333333,99.99999999999999
2025-07-21,T-Mobile FWA,AT&T,85.0,100.0
2025-07-21,Comcast,Verizon,79.33333333333333,100.0
2025-07-21,Spectrum,Verizon FWA,74.0,100.0
2025-07-21,Comcast,Cox Communications,66.0,100.0
2025-07-21,Comcast,Frontier,65.0,100.0
2025-07-21,Comcast,CenturyLink,64.0,100.0
2025-07-21,Cox Communications,Comcast,61.0,100.0
2025-07-21,Spectrum,Altice,61.0,100.0
2025-07-21,Spectrum,Verizon,59.0,100.0
2025-07-21,Spectrum,Cox Communications,57.0,100.0
2025-07-21,Comcast,Verizon FWA,54.0,100.0
2025-07-21,Frontier,Comcast,53.0,100.0
2025-07-21,Cox Communications,Spectrum,51.0,100.0
2025-07-21,T-Mobile FWA,Cox Communications,50.0,100.0
2025-07-21,AT&T,T-Mobile FWA,48.0,100.0
2025-07-21,AT&T,Cox Communications,48.0,100.0
2025-07-21,Comcast,Altice,45.0,100.0
2025-07-21,Verizon,Spectrum,44.0,100.0
2025-07-21,CenturyLink,Comcast,44.0,100.0
2025-07-21,Spectrum,Windstream,42.0,100.0
2025-07-21,Cox Communications,AT&T,41.0,100.0
2025-07-21,Verizon FWA,AT&T,41.0,100.0
2025-07-21,Windstream,Spectrum,39.0,100.0
2025-07-21,Spectrum,Brightspeed,35.0,100.0
2025-07-21,T-Mobile FWA,Altice,34.0,100.0
2025-07-21,Verizon,Altice,33.666666666666664,100.0
2025-07-21,Altice,Spectrum,32.0,100.0
2025-07-21,T-Mobile FWA,Verizon,30.0,100.0
2025-07-21,CenturyLink,Spectrum,30.0,100.0
2025-07-21,Spectrum,Starlink,29.0,100.0
2025-07-21,Verizon FWA,Cox Communications,27.0,100.0
2025-07-21,T-Mobile FWA,Verizon FWA,27.0,100.0
2025-07-21,Verizon FWA,T-Mobile FWA,26.0,100.0
2025-07-21,Google Fiber,Spectrum,26.0,100.0
2025-07-21,Spectrum,CenturyLink,25.0,100.0
2025-07-21,Cox Communications,CenturyLink,25.0,100.0
2025-07-21,Brightspeed,Spectrum,24.0,100.0
2025-07-21,Starlink,Spectrum,24.0,100.0
2025-07-21,Cox Communications,T-Mobile FWA,23.0,100.0
2025-07-21,Frontier,AT&T,22.0,100.0
2025-07-21,AT&T,Altice,22.0,100.0
2025-07-21,Comcast,Astound Broadband,22.0,100.0
2025-07-21,CenturyLink,Cox Communications,21.0,100.0
2025-07-21,Altice,AT&T,19.0,100.0
2025-07-21,AT&T,Frontier,19.0,100.0
2025-07-21,Google Fiber,Comcast,18.0,100.0
2025-07-21,Altice,Comcast,18.0,100.0
2025-07-21,T-Mobile FWA,Frontier,18.0,100.0
2025-07-21,Astound Broadband,Comcast,18.0,100.0
2025-07-21,AT&T,Verizon FWA,17.0,100.0
2025-07-21,TDS Telecom,Spectrum,17.0,100.0
2025-07-21,Comcast,Google Fiber,17.0,100.0
2025-07-21,Frontier,Altice,17.0,100.0
2025-07-21,Comcast,Cable One,17.0,100.0
2025-07-21,Spectrum,Google Fiber,17.0,100.0
2025-07-21,Verizon FWA,Frontier,16.0,100.0
2025-07-21,T-Mobile FWA,Astound Broadband,16.0,100.0
2025-07-21,Verizon,AT&T,16.0,100.0
2025-07-21,Verizon FWA,Windstream,16.0,100.0
2025-07-21,Comcast,Brightspeed,16.0,100.0
2025-07-21,Spectrum,TDS Telecom,15.0,100.0
2025-07-21,Comcast,Starlink,15.0,100.0
2025-07-21,Comcast,Windstream,15.0,100.0
2025-07-21,T-Mobile FWA,CenturyLink,15.0,100.0
2025-07-21,Comcast,Mediacom,15.0,100.0
2025-07-21,Astound Broadband,Spectrum,15.0,100.0
2025-07-21,Cable One,Comcast,15.0,100.0
2025-07-21,Starlink,Comcast,15.0,100.0
2025-07-21,Metronet,Spectrum,15.0,100.0
2025-07-21,Comcast,Atlantic Broadband,15.0,100.0
2025-07-21,Cincinnati Bell,Spectrum,14.0,100.0
2025-07-21,Windstream,Comcast,14.0,100.0
2025-07-21,AT&T,Verizon,14.0,100.0
2025-07-21,Consolidated,Comcast,14.0,100.0
2025-07-21,Spectrum,Hughes,14.0,100.0
2025-07-21,Verizon FWA,Mediacom,14.0,100.0
2025-07-21,Comcast,TDS Telecom,13.0,100.0
2025-07-21,AT&T,Mediacom,13.0,100.0
2025-07-21,Atlantic Broadband,Comcast,13.0,100.0
2025-07-21,Brightspeed,Comcast,12.0,100.0
2025-07-21,Cox Communications,Verizon,12.0,100.0
2025-07-21,AT&T,Starlink,12.0,100.0
2025-07-21,CenturyLink,T-Mobile FWA,12.0,100.0
2025-07-21,WOW!,Comcast,12.0,100.0
2025-07-21,Verizon,T-Mobile FWA,12.0,100.0
2025-07-21,Comcast,Consolidated,12.0,100.0
2025-07-21,Spectrum,Consolidated,12.0,100.0
2025-07-21,Spectrum,Astound Broadband,12.0,100.0
2025-07-21,Comcast,WOW!,11.0,100.0
2025-07-21,Comcast,Service Electric,11.0,100.0
2025-07-21,Cox Communications,Altice,11.0,100.0
2025-07-21,Altice,T-Mobile FWA,11.0,100.0
2025-07-21,Brightspeed,Altice,11.0,100.0
2025-07-21,Metronet,Comcast,11.0,100.0
2025-07-21,Hotwire Fision,Comcast,11.0,100.0
2025-07-21,CenturyLink,AT&T,11.0,100.0
2025-07-21,Cable One,AT&T,11.0,100.0
2025-07-21,Verizon FWA,Verizon,11.0,100.0
2025-07-21,AT&T,Astound Broadband,11.0,100.0
2025-07-21,T-Mobile FWA,Cable One,11.0,100.0
2025-07-21,Spectrum,Mediacom,11.0,100.0
2025-07-21,Google Fiber,AT&T,11.0,100.0
2025-07-21,Consolidated,Spectrum,11.0,100.0
2025-07-21,Spectrum,WOW!,10.0,100.0
2025-07-21,Verizon FWA,CenturyLink,10.0,100.0
2025-07-21,Comcast,Ziply Fiber,10.0,100.0
2025-07-21,Ziply Fiber,Comcast,10.0,100.0
2025-07-21,Cox Communications,Verizon FWA,10.0,100.0
2025-07-21,Starlink,AT&T,10.0,100.0
2025-07-21,Starlink,Hughes,10.0,100.0
2025-07-21,Starlink,Verizon FWA,10.0,100.0
2025-07-21,Comcast,Metronet,10.0,100.0
2025-07-21,T-Mobile FWA,Mediacom,10.0,100.0
2025-07-21,Spectrum,Cable One,10.0,100.0
2025-07-22,Spectrum,Comcast,429.0,100.0
2025-07-22,Comcast,AT&T,317.0,100.0
2025-07-22,AT&T,Spectrum,313.0,100.0
2025-07-22,T-Mobile FWA,Spectrum,306.0,100.0
2025-07-22,Comcast,Spectrum,296.3333333333333,100.0
2025-07-22,T-Mobile FWA,Comcast,293.0,100.0
2025-07-22,AT&T,Comcast,284.0,100.0
2025-07-22,Spectrum,AT&T,281.0,100.0
2025-07-22,Verizon FWA,Spectrum,172.0,100.0
2025-07-22,Verizon FWA,Comcast,158.0,100.0
2025-07-22,Comcast,T-Mobile FWA,146.0,100.0
