the_date,winner,loser,h2h_wins,h2h_share
2025-06-04,T-Mobile FWA,Cox Communications,78.0,100.0
2025-06-04,Verizon FWA,AT&T,75.0,100.0
2025-06-04,AT&T,Cox Communications,73.0,100.0
2025-06-04,Comcast,Frontier,72.0,100.0
2025-06-04,Cox Communications,Comcast,65.0,100.0
2025-06-04,Cox Communications,Spectrum,63.666666666666664,100.0
2025-06-04,Spectrum,Verizon,63.333333333333336,100.0
2025-06-04,AT&T,T-Mobile FWA,63.0,100.0
2025-06-04,Verizon,Spectrum,62.333333333333336,100.0
2025-06-04,Spectrum,Verizon FWA,62.0,100.0
2025-06-04,Cox Communications,AT&T,60.666666666666664,100.0
2025-06-04,Altice,Spectrum,59.0,100.0
2025-06-04,Comcast,Verizon FWA,59.0,100.0
2025-06-04,Spectrum,Windstream,56.0,100.0
2025-06-04,Brightspeed,Spectrum,54.0,100.0
2025-06-04,Windstream,Spectrum,53.666666666666664,100.0
2025-06-04,Google Fiber,Spectrum,53.666666666666664,100.0
2025-06-04,T-Mobile FWA,Altice,52.0,100.0
2025-06-04,Verizon FWA,Cox Communications,50.0,100.0
2025-06-04,Comcast,Altice,49.666666666666664,99.99999999999999
2025-06-04,Spectrum,Altice,49.666666666666664,99.99999999999999
2025-06-04,Altice,Comcast,47.333333333333336,100.00000000000001
2025-06-04,Spectrum,Brightspeed,46.0,100.0
2025-06-04,Spectrum,CenturyLink,46.0,100.0
2025-06-04,AT&T,Altice,41.666666666666664,99.99999999999999
2025-06-04,T-Mobile FWA,Verizon,39.0,100.0
2025-06-04,T-Mobile FWA,Frontier,39.0,100.0
2025-06-04,T-Mobile FWA,Verizon FWA,38.0,100.0
2025-06-04,Verizon,AT&T,38.0,100.0
2025-06-04,Altice,Verizon,37.666666666666664,100.0
2025-06-04,Verizon,Altice,37.0,100.0
2025-06-04,CenturyLink,Cox Communications,36.333333333333336,100.0
2025-06-04,Starlink,Spectrum,36.0,100.0
2025-06-04,Verizon FWA,T-Mobile FWA,35.0,100.0
2025-06-04,TDS Telecom,Spectrum,34.0,100.0
2025-06-04,CenturyLink,Spectrum,33.666666666666664,100.0
2025-06-04,Spectrum,Google Fiber,33.0,100.0
2025-06-04,Cox Communications,CenturyLink,32.33333333333333,100.0
2025-06-04,Spectrum,Starlink,31.0,100.0
2025-06-04,T-Mobile FWA,CenturyLink,31.0,100.0
2025-06-04,Cox Communications,T-Mobile FWA,31.0,100.0
2025-06-04,Google Fiber,AT&T,30.0,100.0
2025-06-04,Verizon FWA,Altice,30.0,100.0
2025-06-04,Comcast,Atlantic Broadband,29.0,100.0
2025-06-04,Astound Broadband,Comcast,29.0,100.0
2025-06-04,Consolidated,Comcast,28.0,100.0
2025-06-04,Frontier,Altice,27.0,100.0
2025-06-04,Windstream,Comcast,27.0,100.0
2025-06-04,Verizon FWA,CenturyLink,26.0,100.0
2025-06-04,Comcast,Cable One,26.0,100.0
2025-06-04,Comcast,Astound Broadband,26.0,100.0
2025-06-04,Starlink,Comcast,25.0,100.0
2025-06-04,Brightspeed,Comcast,25.0,100.0
2025-06-04,Verizon,Cox Communications,25.0,100.0
2025-06-04,Spectrum,Cincinnati Bell,25.0,100.0
2025-06-04,Comcast,Ziply Fiber,24.0,100.0
2025-06-04,Verizon,T-Mobile FWA,24.0,100.0
2025-06-04,AT&T,Frontier,23.0,100.0
2025-06-04,Cox Communications,Verizon FWA,23.0,100.0
2025-06-04,Spectrum,Metronet,23.0,100.0
2025-06-04,Frontier,AT&T,22.0,100.0
2025-06-04,Altice,AT&T,22.0,100.0
2025-06-04,Cox Communications,Verizon,22.0,100.0
2025-06-04,Cable One,AT&T,22.0,100.0
2025-06-04,Verizon FWA,Frontier,22.0,100.0
2025-06-04,AT&T,Verizon FWA,21.0,100.0
2025-06-04,Spectrum,TDS Telecom,21.0,100.0
2025-06-04,Comcast,Brightspeed,20.0,100.0
2025-06-04,Altice,Frontier,20.0,100.0
2025-06-04,AT&T,Cable One,19.0,100.0
2025-06-04,Comcast,Google Fiber,19.0,100.0
2025-06-04,Comcast,Windstream,19.0,100.0
2025-06-04,Spectrum,Cable One,19.0,100.0
2025-06-04,Spectrum,Astound Broadband,19.0,100.0
2025-06-04,Cable One,Spectrum,19.0,100.0
2025-06-04,WOW!,Spectrum,18.0,100.0
2025-06-04,Altice,T-Mobile FWA,18.0,100.0
2025-06-04,Frontier,T-Mobile FWA,18.0,100.0
2025-06-04,Comcast,Consolidated,18.0,100.0
2025-06-04,Comcast,Metronet,18.0,100.0
2025-06-04,Google Fiber,Comcast,18.0,100.0
2025-06-04,Metronet,Spectrum,18.0,100.0
2025-06-04,T-Mobile FWA,Astound Broadband,17.0,100.0
2025-06-04,Comcast,Starlink,16.0,100.0
2025-06-04,CenturyLink,T-Mobile FWA,16.0,100.0
2025-06-04,T-Mobile FWA,Cable One,16.0,100.0
2025-06-04,Comcast,Mediacom,16.0,100.0
2025-06-04,T-Mobile FWA,Windstream,16.0,100.0
2025-06-04,Cable One,Comcast,16.0,100.0
2025-06-04,Ziply Fiber,Comcast,16.0,100.0
2025-06-04,Comcast,WOW!,15.0,100.0
2025-06-04,Verizon FWA,Brightspeed,15.0,100.0
2025-06-04,Mediacom,Comcast,15.0,100.0
2025-06-04,Atlantic Broadband,Spectrum,15.0,100.0
2025-06-04,Verizon FWA,Cable One,15.0,100.0
2025-06-04,Spectrum,Atlantic Broadband,15.0,100.0
2025-06-04,WOW!,Comcast,14.666666666666668,100.0
2025-06-04,Verizon FWA,Starlink,14.0,100.0
2025-06-04,Vexus Fiber,Spectrum,14.0,100.0
2025-06-04,AT&T,CenturyLink,14.0,100.0
2025-06-04,Service Electric,Comcast,14.0,100.0
2025-06-04,Mediacom,Spectrum,14.0,100.0
2025-06-04,Verizon FWA,Windstream,14.0,100.0
2025-06-04,Cable One,CenturyLink,13.0,100.0
2025-06-04,Hotwire Fision,Spectrum,13.0,100.0
2025-06-04,Atlantic Broadband,Comcast,13.0,100.0
2025-06-04,Starlink,Brightspeed,13.0,100.0
2025-06-04,CenturyLink,Cable One,13.0,100.0
2025-06-04,Frontier,Cable One,13.0,100.0
2025-06-04,Consolidated,Spectrum,12.666666666666666,99.99999999999999
2025-06-04,Cable One,Cox Communications,12.0,100.0
2025-06-04,Comcast,TDS Telecom,12.0,100.0
2025-06-04,AT&T,Mediacom,12.0,100.0
2025-06-04,Ziply Fiber,Spectrum,12.0,100.0
2025-06-04,Spectrum,Consolidated,12.0,100.0
2025-06-04,Frontier,Cox Communications,12.0,100.0
2025-06-04,Starlink,Hughes,11.0,100.0
2025-06-04,Google Fiber,Cox Communications,11.0,100.0
2025-06-04,Metronet,Comcast,11.0,100.0
2025-06-04,Verizon FWA,Mediacom,11.0,100.0
2025-06-04,AT&T,Verizon,11.0,100.0
2025-06-04,GoNetspeed,Spectrum,11.0,100.0
2025-06-04,Starlink,T-Mobile FWA,11.0,100.0
2025-06-04,T-Mobile FWA,Brightspeed,11.0,100.0
2025-06-04,Cincinnati Bell,Spectrum,10.333333333333332,100.0
2025-06-04,Spectrum,WOW!,10.0,100.0
2025-06-04,Spectrum,Horry,10.0,100.0
2025-06-04,T-Mobile FWA,Mediacom,10.0,100.0
2025-06-04,TDS Telecom,CenturyLink,10.0,100.0
2025-06-04,AT&T,Starlink,10.0,100.0
2025-06-04,TDS Telecom,Comcast,10.0,100.0
2025-06-04,Verizon,Frontier,10.0,100.0
2025-06-04,Altice,Verizon FWA,10.0,100.0
2025-06-04,Starlink,CenturyLink,10.0,100.0
2025-06-04,Consolidated,Atlantic Broadband,10.0,100.0
2025-06-04,Spectrum,Hotwire Fision,10.0,100.0
2025-06-04,Lumos,Spectrum,10.0,100.0
2025-06-04,Hughes,Spectrum,10.0,100.0
2025-06-05,Comcast,Spectrum,429.99999999999994,100.0
2025-06-05,AT&T,Comcast,408.0,100.0
2025-06-05,Comcast,AT&T,401.3333333333333,99.99999999999999
2025-06-05,Spectrum,Comcast,394.33333333333337,100.0
2025-06-05,T-Mobile FWA,Comcast,382.0,100.0
2025-06-05,Spectrum,AT&T,373.00000000000006,100.0
2025-06-05,AT&T,Spectrum,347.6666666666667,100.00000000000001
2025-06-05,T-Mobile FWA,Spectrum,347.66666666666663,100.0
2025-06-05,Verizon FWA,Spectrum,258.3333333333333,100.0
2025-06-05,Comcast,T-Mobile FWA,213.66666666666666,100.0
2025-06-05,Frontier,Spectrum,208.0,100.0
2025-06-05,Verizon FWA,Comcast,198.66666666666666,99.99999999999999
2025-06-05,Spectrum,T-Mobile FWA,175.66666666666666,99.99999999999999
2025-06-05,T-Mobile FWA,AT&T,148.33333333333334,100.0
2025-06-05,Verizon,Comcast,143.33333333333334,100.0
2025-06-05,Comcast,Verizon,141.0,100.0
2025-06-05,Spectrum,Frontier,122.0,100.0
2025-06-05,CenturyLink,Comcast,101.66666666666667,100.00000000000001
2025-06-05,Comcast,CenturyLink,95.33333333333333,99.99999999999999
2025-06-05,Comcast,Cox Communications,94.0,100.0
2025-06-05,Frontier,Comcast,91.0,100.0
2025-06-05,Cox Communications,Spectrum,76.0,100.0
2025-06-05,AT&T,Cox Communications,75.0,100.0
2025-06-05,AT&T,T-Mobile FWA,74.66666666666667,100.0
2025-06-05,Spectrum,Altice,71.66666666666667,100.0
2025-06-05,Spectrum,Verizon,70.0,100.0
2025-06-05,Cox Communications,Comcast,70.0,100.0
2025-06-05,T-Mobile FWA,Cox Communications,70.0,100.0
2025-06-05,Spectrum,Cox Communications,69.33333333333333,100.0
2025-06-05,Spectrum,Verizon FWA,67.0,100.0
2025-06-05,Verizon FWA,AT&T,64.0,100.0
2025-06-05,Verizon,Spectrum,63.666666666666664,100.0
2025-06-05,Comcast,Frontier,61.0,100.0
2025-06-05,Brightspeed,Spectrum,61.0,100.0
2025-06-05,Cox Communications,AT&T,59.0,100.0
2025-06-05,Spectrum,Windstream,57.0,100.0
2025-06-05,Comcast,Altice,57.0,100.0
2025-06-05,Altice,Spectrum,55.0,100.0
2025-06-05,Comcast,Verizon FWA,53.0,100.0
2025-06-05,Spectrum,Brightspeed,53.0,100.0
2025-06-05,T-Mobile FWA,Verizon,53.0,100.0
2025-06-05,Spectrum,CenturyLink,52.0,100.0
2025-06-05,T-Mobile FWA,Altice,49.666666666666664,99.99999999999999
2025-06-05,Windstream,Spectrum,48.0,100.0
2025-06-05,Altice,Comcast,45.99999999999999,100.0
2025-06-05,CenturyLink,Spectrum,43.0,100.0
2025-06-05,Verizon FWA,T-Mobile FWA,42.0,100.0
2025-06-05,CenturyLink,Cox Communications,41.0,100.0
2025-06-05,Altice,AT&T,41.0,100.0
2025-06-05,Verizon FWA,Cox Communications,41.0,100.0
2025-06-05,Cox Communications,CenturyLink,40.0,100.0
2025-06-05,Google Fiber,Spectrum,40.0,100.0
2025-06-05,Verizon,Altice,39.0,100.0
2025-06-05,Starlink,Comcast,38.0,100.0
2025-06-05,T-Mobile FWA,Verizon FWA,37.0,100.0
2025-06-05,Cox Communications,T-Mobile FWA,34.0,100.0
2025-06-05,AT&T,Altice,34.0,100.0
2025-06-05,Consolidated,Comcast,33.0,100.0
2025-06-05,Starlink,Spectrum,33.0,100.0
2025-06-05,Brightspeed,Comcast,32.0,100.0
2025-06-05,Frontier,Altice,32.0,100.0
2025-06-05,T-Mobile FWA,CenturyLink,31.0,100.0
2025-06-05,AT&T,Frontier,29.0,100.0
2025-06-05,Metronet,Comcast,28.0,100.0
2025-06-05,Spectrum,Cable One,28.0,100.0
2025-06-05,Windstream,Comcast,27.0,100.0
2025-06-05,Astound Broadband,Comcast,27.0,100.0
2025-06-05,Altice,Verizon,27.0,100.0
2025-06-05,Spectrum,Starlink,27.0,100.0
2025-06-05,Comcast,Windstream,26.0,100.0
2025-06-05,Cincinnati Bell,Spectrum,26.0,100.0
2025-06-05,TDS Telecom,Spectrum,25.666666666666668,100.00000000000001
2025-06-05,Verizon FWA,Altice,25.0,100.0
2025-06-05,Verizon,AT&T,25.0,100.0
2025-06-05,Comcast,Starlink,25.0,100.0
2025-06-05,Atlantic Broadband,Spectrum,25.0,100.0
2025-06-05,Consolidated,Spectrum,24.666666666666664,100.0
2025-06-05,Comcast,Astound Broadband,24.0,100.0
2025-06-05,Cable One,Comcast,24.0,100.0
2025-06-05,Comcast,Atlantic Broadband,23.0,100.0
2025-06-05,T-Mobile FWA,Frontier,23.0,100.0
2025-06-05,Spectrum,TDS Telecom,23.0,100.0
2025-06-05,Google Fiber,Comcast,22.333333333333336,100.0
2025-06-05,Mediacom,Comcast,22.0,100.0
2025-06-05,Frontier,AT&T,22.0,100.0
2025-06-05,Comcast,Cable One,22.0,100.0
2025-06-05,Altice,T-Mobile FWA,21.666666666666668,100.00000000000001
2025-06-05,Spectrum,Google Fiber,21.0,100.0
2025-06-05,Spectrum,Cincinnati Bell,21.0,100.0
2025-06-05,Spectrum,Metronet,21.0,100.0
2025-06-05,Cable One,AT&T,21.0,100.0
2025-06-05,Cox Communications,Verizon,21.0,100.0
2025-06-05,Comcast,Brightspeed,21.0,100.0
2025-06-05,WOW!,Comcast,20.0,100.0
2025-06-05,Verizon,Cox Communications,20.0,100.0
2025-06-05,Frontier,T-Mobile FWA,19.0,100.0
2025-06-05,Comcast,WOW!,19.0,100.0
2025-06-05,Spectrum,Consolidated,19.0,100.0
2025-06-05,Verizon,T-Mobile FWA,19.0,100.0
2025-06-05,Google Fiber,AT&T,18.0,100.0
2025-06-05,Ziply Fiber,Comcast,18.0,100.0
2025-06-05,Comcast,Consolidated,18.0,100.0
2025-06-05,Verizon FWA,Verizon,18.0,100.0
2025-06-05,Comcast,Mediacom,18.0,100.0
2025-06-05,Comcast,Google Fiber,17.0,100.0
2025-06-05,Starlink,AT&T,17.0,100.0
2025-06-05,Comcast,Hughes,17.0,100.0
2025-06-05,AT&T,CenturyLink,17.0,100.0
2025-06-05,Metronet,Spectrum,17.0,100.0
2025-06-05,Altice,Frontier,17.0,100.0
2025-06-05,Spectrum,Atlantic Broadband,17.0,100.0
2025-06-05,Atlantic Broadband,Comcast,16.0,100.0
2025-06-05,Verizon FWA,Cable One,16.0,100.0
2025-06-05,AT&T,Verizon,16.0,100.0
2025-06-05,Windstream,AT&T,15.0,100.0
2025-06-05,Comcast,Metronet,15.0,100.0
2025-06-05,Spectrum,Hughes,15.0,100.0
2025-06-05,Verizon FWA,Brightspeed,15.0,100.0
2025-06-05,Brightspeed,Altice,15.0,100.0
2025-06-05,T-Mobile FWA,Windstream,15.0,100.0
2025-06-05,Brightspeed,AT&T,15.0,100.0
2025-06-05,Verizon FWA,CenturyLink,15.0,100.0
2025-06-05,Cable One,Spectrum,14.0,100.0
2025-06-05,Comcast,TDS Telecom,14.0,100.0
2025-06-05,Frontier,Cox Communications,14.0,100.0
2025-06-05,T-Mobile FWA,Brightspeed,14.0,100.0
2025-06-05,Verizon FWA,Windstream,14.0,100.0
2025-06-05,Verizon FWA,Frontier,14.0,100.0
2025-06-05,Spectrum,Astound Broadband,14.0,100.0
2025-06-05,Spectrum,WOW!,14.0,100.0
2025-06-05,AT&T,Cable One,14.0,100.0
2025-06-05,Lumos,Spectrum,14.0,100.0
2025-06-05,T-Mobile FWA,Mediacom,13.0,100.0
2025-06-05,Cox Communications,Verizon FWA,13.0,100.0
2025-06-05,AT&T,Verizon FWA,13.0,100.0
2025-06-05,Spectrum,Mediacom,13.0,100.0
2025-06-05,TDS Telecom,Comcast,13.0,100.0
2025-06-05,Ezee Fiber,Comcast,12.0,100.0
2025-06-05,Comcast,Service Electric,12.0,100.0
2025-06-05,Verizon FWA,Metronet,12.0,100.0
2025-06-05,Comcast,Ziply Fiber,12.0,100.0
2025-06-05,Comcast,Hotwire Fision,12.0,100.0
2025-06-05,Astound Broadband,AT&T,12.0,100.0
2025-06-05,Armstrong,Spectrum,12.0,100.0
2025-06-05,WOW!,Spectrum,11.0,100.0
2025-06-05,Metronet,Mediacom,11.0,100.0
2025-06-05,Hughes,Comcast,11.0,100.0
2025-06-05,Verizon FWA,Mediacom,11.0,100.0
2025-06-05,Altice,Cox Communications,11.0,100.0
2025-06-05,Windstream,T-Mobile FWA,11.0,100.0
2025-06-05,CenturyLink,T-Mobile FWA,11.0,100.0
2025-06-05,T-Mobile FWA,Cable One,10.0,100.0
2025-06-05,CenturyLink,Cable One,10.0,100.0
2025-06-05,AT&T,Google Fiber,10.0,100.0
2025-06-05,Google Fiber,Cox Communications,10.0,100.0
2025-06-05,T-Mobile FWA,Google Fiber,10.0,100.0
2025-06-05,Spectrum,Ziply Fiber,10.0,100.0
2025-06-05,CenturyLink,AT&T,10.0,100.0
2025-06-05,T-Mobile FWA,Hughes,10.0,100.0
2025-06-05,Vexus Fiber,Altice,10.0,100.0
2025-06-06,Spectrum,Comcast,428.6666666666667,100.0
2025-06-06,Comcast,Spectrum,405.99999999999994,100.0
2025-06-06,Comcast,AT&T,383.66666666666674,99.99999999999999
2025-06-06,Spectrum,AT&T,381.0,100.0
2025-06-06,T-Mobile FWA,Comcast,371.00000000000006,100.0
2025-06-06,AT&T,Spectrum,364.33333333333337,100.0
2025-06-06,AT&T,Comcast,341.33333333333337,100.0
2025-06-06,T-Mobile FWA,Spectrum,314.33333333333337,100.0
2025-06-06,Frontier,Spectrum,207.66666666666666,99.99999999999999
2025-06-06,Verizon FWA,Comcast,207.33333333333334,100.00000000000001
2025-06-06,Verizon FWA,Spectrum,197.0,100.0
2025-06-06,Comcast,T-Mobile FWA,184.0,100.0
2025-06-06,Spectrum,T-Mobile FWA,160.0,100.0
2025-06-06,T-Mobile FWA,AT&T,155.33333333333334,100.0
2025-06-06,Comcast,Verizon,148.0,100.0
2025-06-06,Spectrum,Frontier,145.0,100.0
2025-06-06,Verizon,Comcast,138.0,100.0
2025-06-06,Comcast,CenturyLink,100.66666666666667,100.00000000000001
2025-06-06,CenturyLink,Comcast,98.66666666666667,100.00000000000001
2025-06-06,Spectrum,Cox Communications,98.0,100.0
2025-06-06,Comcast,Cox Communications,90.33333333333333,99.99999999999999
2025-06-06,Frontier,Comcast,88.33333333333333,99.99999999999999
2025-06-06,AT&T,Cox Communications,80.66666666666667,100.0
2025-06-06,Comcast,Frontier,80.0,100.0
2025-06-06,Verizon FWA,AT&T,79.0,100.0
2025-06-06,T-Mobile FWA,Cox Communications,75.0,100.0
2025-06-06,Spectrum,Altice,74.33333333333333,100.0
2025-06-06,Spectrum,Windstream,70.0,100.0
2025-06-06,Verizon,Spectrum,68.33333333333333,100.0
2025-06-06,Comcast,Altice,68.0,100.0
2025-06-06,Cox Communications,Comcast,67.33333333333333,100.0
2025-06-06,AT&T,T-Mobile FWA,65.0,100.0
2025-06-06,Spectrum,Verizon FWA,61.0,100.0
2025-06-06,Verizon FWA,Cox Communications,60.666666666666664,100.0
2025-06-06,Cox Communications,Spectrum,56.0,100.0
2025-06-06,Comcast,Verizon FWA,52.0,100.0
2025-06-06,Brightspeed,Spectrum,50.33333333333333,100.0
2025-06-06,T-Mobile FWA,Verizon,50.0,100.0
2025-06-06,T-Mobile FWA,Altice,49.333333333333336,100.00000000000001
2025-06-06,Spectrum,Verizon,49.333333333333336,100.00000000000001
2025-06-06,Altice,Spectrum,48.33333333333333,100.0
2025-06-06,Spectrum,CenturyLink,48.0,100.0
2025-06-06,Cox Communications,AT&T,46.0,100.0
2025-06-06,CenturyLink,Cox Communications,43.0,100.0
2025-06-06,Google Fiber,Spectrum,42.333333333333336,100.00000000000001
2025-06-06,Windstream,Spectrum,42.0,100.0
2025-06-06,Spectrum,Brightspeed,41.0,100.0
2025-06-06,Verizon FWA,T-Mobile FWA,40.0,100.0
2025-06-06,Altice,AT&T,38.0,100.0
2025-06-06,Verizon,Altice,37.0,100.0
2025-06-06,T-Mobile FWA,Verizon FWA,37.0,100.0
2025-06-06,Altice,Comcast,35.66666666666667,100.0
2025-06-06,Cox Communications,T-Mobile FWA,33.0,100.0
2025-06-06,Spectrum,Google Fiber,33.0,100.0
2025-06-06,T-Mobile FWA,CenturyLink,33.0,100.0
2025-06-06,Cox Communications,CenturyLink,32.0,100.0
2025-06-06,Comcast,Atlantic Broadband,31.0,100.0
2025-06-06,Spectrum,Starlink,31.0,100.0
2025-06-06,Verizon,AT&T,29.0,100.0
2025-06-06,Frontier,AT&T,28.0,100.0
2025-06-06,Spectrum,Cincinnati Bell,28.0,100.0
2025-06-06,Brightspeed,Comcast,28.0,100.0
2025-06-06,Comcast,Astound Broadband,28.0,100.0
2025-06-06,AT&T,Altice,28.0,100.0
2025-06-06,Verizon FWA,Altice,27.0,100.0
2025-06-06,Frontier,Altice,26.0,100.0
2025-06-06,Comcast,Cable One,26.0,100.0
2025-06-06,CenturyLink,Spectrum,25.666666666666664,100.0
2025-06-06,Altice,Verizon,25.666666666666664,100.0
2025-06-06,Consolidated,Spectrum,25.333333333333332,99.99999999999999
2025-06-06,Starlink,Comcast,25.0,100.0
2025-06-06,Astound Broadband,Comcast,25.0,100.0
2025-06-06,T-Mobile FWA,Frontier,25.0,100.0
2025-06-06,Spectrum,Metronet,24.0,100.0
2025-06-06,Spectrum,TDS Telecom,24.0,100.0
2025-06-06,Verizon FWA,Frontier,24.0,100.0
2025-06-06,Comcast,Google Fiber,22.0,100.0
2025-06-06,Comcast,Windstream,22.0,100.0
2025-06-06,Comcast,Brightspeed,21.0,100.0
2025-06-06,Astound Broadband,Spectrum,21.0,100.0
2025-06-06,Cable One,Spectrum,20.0,100.0
2025-06-06,T-Mobile FWA,Brightspeed,20.0,100.0
2025-06-06,CenturyLink,T-Mobile FWA,20.0,100.0
2025-06-06,Consolidated,Comcast,20.0,100.0
2025-06-06,Verizon FWA,Verizon,20.0,100.0
2025-06-06,Metronet,Spectrum,20.0,100.0
2025-06-06,Verizon,T-Mobile FWA,20.0,100.0
2025-06-06,Google Fiber,AT&T,19.0,100.0
2025-06-06,Google Fiber,Comcast,19.0,100.0
2025-06-06,AT&T,Frontier,19.0,100.0
2025-06-06,Cable One,AT&T,19.0,100.0
2025-06-06,Comcast,Starlink,19.0,100.0
2025-06-06,Verizon FWA,CenturyLink,19.0,100.0
2025-06-06,Starlink,Spectrum,19.0,100.0
2025-06-06,Cincinnati Bell,Spectrum,18.666666666666664,100.0
2025-06-06,Spectrum,Consolidated,18.0,100.0
2025-06-06,Ezee Fiber,Comcast,18.0,100.0
2025-06-06,Comcast,Mediacom,18.0,100.0
2025-06-06,Altice,T-Mobile FWA,18.0,100.0
2025-06-06,Frontier,T-Mobile FWA,17.0,100.0
2025-06-06,T-Mobile FWA,Windstream,17.0,100.0
2025-06-06,Brightspeed,Altice,17.0,100.0
2025-06-06,Spectrum,Hughes,17.0,100.0
2025-06-06,Ziply Fiber,Comcast,17.0,100.0
2025-06-06,Comcast,Ziply Fiber,17.0,100.0
2025-06-06,Verizon,Cox Communications,17.0,100.0
2025-06-06,Windstream,Comcast,17.0,100.0
2025-06-06,TDS Telecom,Spectrum,17.0,100.0
2025-06-06,Cable One,Comcast,17.0,100.0
2025-06-06,Comcast,Metronet,17.0,100.0
2025-06-06,Spectrum,Astound Broadband,16.0,100.0
2025-06-06,T-Mobile FWA,Mediacom,16.0,100.0
2025-06-06,Verizon FWA,Cable One,16.0,100.0
2025-06-06,Ziply Fiber,Spectrum,16.0,100.0
2025-06-06,Mediacom,Spectrum,16.0,100.0
2025-06-06,WOW!,Comcast,15.0,100.0
2025-06-06,Spectrum,Cable One,15.0,100.0
2025-06-06,Spectrum,Mediacom,15.0,100.0
2025-06-06,Comcast,TDS Telecom,15.0,100.0
2025-06-06,Altice,Frontier,15.0,100.0
2025-06-06,Comcast,WOW!,15.0,100.0
2025-06-06,T-Mobile FWA,Cable One,15.0,100.0
2025-06-06,AT&T,Verizon FWA,15.0,100.0
2025-06-06,Comcast,Consolidated,14.0,100.0
2025-06-06,Altice,Cox Communications,14.0,100.0
2025-06-06,Spectrum,Atlantic Broadband,14.0,100.0
2025-06-06,Metronet,Comcast,14.0,100.0
2025-06-06,T-Mobile FWA,Astound Broadband,14.0,100.0
2025-06-06,TDS Telecom,Comcast,13.0,100.0
2025-06-06,AT&T,CenturyLink,13.0,100.0
2025-06-06,Starlink,AT&T,13.0,100.0
2025-06-06,AT&T,Verizon,13.0,100.0
2025-06-06,Frontier,Cox Communications,13.0,100.0
2025-06-06,Spectrum,WOW!,13.0,100.0
2025-06-06,AT&T,Astound Broadband,12.0,100.0
2025-06-06,Atlantic Broadband,Comcast,12.0,100.0
2025-06-06,Atlantic Broadband,Spectrum,12.0,100.0
2025-06-06,Lumos,Spectrum,12.0,100.0
2025-06-06,Wyyerd Communications,Cox Communications,11.0,100.0
2025-06-06,AT&T,Brightspeed,11.0,100.0
2025-06-06,Astound Broadband,AT&T,11.0,100.0
2025-06-06,Hotwire Fision,Comcast,11.0,100.0
2025-06-06,Spectrum,Horry,11.0,100.0
2025-06-06,Verizon FWA,Mediacom,11.0,100.0
2025-06-06,Comcast,Hughes,10.0,100.0
2025-06-06,Cox Communications,Verizon,10.0,100.0
2025-06-06,Mediacom,AT&T,10.0,100.0
2025-06-06,Starlink,Verizon FWA,10.0,100.0
2025-06-06,Shentel,Comcast,10.0,100.0
2025-06-06,Starlink,Cox Communications,10.0,100.0
2025-06-06,Verizon FWA,Starlink,10.0,100.0
2025-06-06,Brightspeed,Mediacom,10.0,100.0
2025-06-06,Hughes,Comcast,10.0,100.0
2025-06-06,Horry,Spectrum,10.0,100.0
2025-06-06,Cable One,Cox Communications,10.0,100.0
2025-06-07,Spectrum,Comcast,739.9999999999999,100.0
2025-06-07,Spectrum,AT&T,707.3333333333334,100.00000000000001
2025-06-07,Comcast,Spectrum,683.6666666666666,99.99999999999999
2025-06-07,Comcast,AT&T,682.3333333333334,100.00000000000001
2025-06-07,AT&T,Comcast,643.3333333333334,100.0
2025-06-07,T-Mobile FWA,Comcast,622.6666666666666,100.0
2025-06-07,AT&T,Spectrum,600.3333333333331,100.0
2025-06-07,T-Mobile FWA,Spectrum,593.0000000000001,100.0
2025-06-07,Verizon FWA,Spectrum,390.33333333333337,100.0
2025-06-07,Verizon FWA,Comcast,389.33333333333337,100.0
2025-06-07,Frontier,Spectrum,342.3333333333333,99.99999999999999
2025-06-07,Comcast,T-Mobile FWA,302.6666666666667,100.0
2025-06-07,Spectrum,T-Mobile FWA,292.0,100.0
2025-06-07,Verizon,Comcast,258.0,100.0
2025-06-07,T-Mobile FWA,AT&T,244.66666666666666,100.0
2025-06-07,Comcast,Verizon,232.33333333333331,100.0
2025-06-07,Spectrum,Frontier,227.33333333333334,100.0
2025-06-07,Frontier,Comcast,181.33333333333334,100.00000000000001
2025-06-07,CenturyLink,Comcast,168.33333333333334,100.00000000000001
2025-06-07,Spectrum,Cox Communications,164.0,100.0
2025-06-07,Comcast,CenturyLink,162.33333333333331,100.0
2025-06-07,T-Mobile FWA,Cox Communications,148.33333333333334,100.0
2025-06-07,Verizon FWA,AT&T,145.0,100.0
2025-06-07,Comcast,Cox Communications,141.66666666666666,100.0
2025-06-07,AT&T,T-Mobile FWA,125.0,100.0
2025-06-07,AT&T,Cox Communications,118.0,100.0
2025-06-07,Comcast,Frontier,117.0,100.0
2025-06-07,Comcast,Verizon FWA,113.0,100.0
2025-06-07,Cox Communications,Spectrum,113.0,100.0
2025-06-07,Spectrum,Verizon FWA,112.0,100.0
2025-06-07,Spectrum,Verizon,108.33333333333333,100.0
2025-06-07,Cox Communications,Comcast,108.0,100.0
2025-06-07,Brightspeed,Spectrum,103.0,100.0
2025-06-07,Comcast,Altice,102.33333333333333,99.99999999999999
2025-06-07,Altice,Comcast,102.33333333333333,99.99999999999999
2025-06-07,Spectrum,Altice,97.0,100.0
2025-06-07,Verizon,Spectrum,93.0,100.0
